27.081627433463826 [(40.61251476802209, -74.10354920261643), (40.85917780719251, -73.88534563402952), (40.75646077929038, -73.98194901928197), (40.71568160552869, -73.98526858774517), (40.7283861063591, -73.828605155334), (40.65839012633474, -73.77306466830906), (40.64754584881158, -73.97086777872225), (40.689926589574426, -73.93150087657968), (40.80724716220768, -73.94949056119727), (40.75428741401684, -73.90714827167287)]
29.43653330767728 [(40.63073465075775, -74.00127917735165), (40.59190074140098, -73.79695703690814), (40.709975210704656, -73.79380085991886), (40.68167079300339, -73.9161273859163), (40.75782681458741, -73.9791211098545), (40.69289973068115, -73.95490721949396), (40.859525011970725, -73.88401078597732), (40.80887335082986, -73.94890650410353), (40.75279549980656, -73.9018412983732), (40.720811975684846, -73.99491088859757)]
28.895507895004837 [(40.681275927645544, -73.91714832911451), (40.75754983551231, -73.97975091209717), (40.75429363666721, -73.90686236788304), (40.69328939630763, -73.9550894287261), (40.72046914440941, -73.99490700012768), (40.63066583626711, -74.00136189820027), (40.65842415900209, -73.77351518251682), (40.731710218167876, -73.82576085701761), (40.85943998169781, -73.8846022020544), (40.80834437076155, -73.9491033991997)]
28.41004897161757 [(40.752364569761994, -73.89387685068633), (40.67403386427532, -73.97155495336698), (40.85955033649954, -73.8839887513507), (40.68438947167836, -73.78871745799472), (40.617081535296464, -74.08019509204642), (40.75895348574143, -73.97920641202084), (40.693127648161976, -73.92771137410429), (40.7225352247454, -73.98655311281587), (40.80891566650481, -73.94873855249749), (40.62655460670338, -73.94847101870636)]
28.895519909583882 [(40.72056620969019, -73.9949192070318), (40.65842415900209, -73.77351518251682), (40.68128439962384, -73.9171741461647), (40.630639277997986, -74.00138636028348), (40.75759940543522, -73.97968419451244), (40.731658474084476, -73.82577916742058), (40.75429363666721, -73.90686236788304), (40.85943998169781, -73.8846022020544), (40.80840345849623, -73.94909358300117), (40.69327283387723, -73.9551323775521)]
27.399804449306316 [(40.75793381866355, -73.9792598099712), (40.64310943380642, -73.97229995307048), (40.8594084481009, -73.88450209317948), (40.68378325335322, -73.91458616862239), (40.752539562600184, -73.89365328757776), (40.71984045016883, -73.99479124373818), (40.61245997100474, -74.10476841923092), (40.8084004735673, -73.9489162873513), (40.69842129910229, -73.95291390308931), (40.683199548652816, -73.787325225342)]
27.39974315561275 [(40.80859054713197, -73.94885804654761), (40.75802617985488, -73.97916494271196), (40.75257113403158, -73.89367928398529), (40.69842343685135, -73.95292421476664), (40.683789308011335, -73.9145778064043), (40.683199548652816, -73.787325225342), (40.61245997100474, -74.10476841923092), (40.719905604757166, -73.99480417684518), (40.859464423191284, -73.88429701009201), (40.64310943380642, -73.97229995307048)]
28.372609756220097 [(40.61242116130835, -74.10516736815492), (40.68474007964222, -73.9185847496674), (40.67809976839102, -73.96718062529813), (40.74962016814105, -73.87827943728766), (40.797523710846576, -73.95103373821016), (40.74058556886223, -73.98948597808523), (40.67709770641278, -73.78446580047131), (40.85646634567286, -73.89393078156984), (40.720314331693814, -73.94839030749407), (40.62656488012014, -73.97341571324688)]
27.399743931861472 [(40.683789308011335, -73.9145778064043), (40.80857946769681, -73.94887124279356), (40.75257113403158, -73.89367928398529), (40.75802617985488, -73.97916494271196), (40.719905604757166, -73.99480417684518), (40.859425583758096, -73.88434957242706), (40.683199548652816, -73.787325225342), (40.64310943380642, -73.97229995307048), (40.61245997100474, -74.10476841923092), (40.69842343685135, -73.95292421476664)]
28.13218648901134 [(40.68028391989884, -73.78594672470118), (40.6985148718693, -73.95717063349801), (40.86129488437861, -73.86856870146535), (40.7763488318831, -73.96001192032035), (40.75046438625528, -73.88632897145087), (40.822933292160336, -73.94125903924616), (40.612439140058164, -74.10496927507432), (40.68395181626122, -73.91707937213039), (40.64394022164855, -73.9738105726322), (40.73757310556165, -73.9908418938865)]
27.702562040682942 [(40.807183372392295, -73.94949133214472), (40.59169018063126, -73.79682635746065), (40.64848437609938, -73.97076838491932), (40.709377461263436, -73.79550188726671), (40.752670577349605, -73.902257546382), (40.75648130872558, -73.98180041540783), (40.612530290433625, -74.10334682811609), (40.85912272123676, -73.88543270941359), (40.68994431253577, -73.93057455661383), (40.715807858439895, -73.9850401442719)]
27.08162961392607 [(40.75428741401684, -73.90714827167287), (40.61251476802209, -74.10354920261643), (40.65839012633474, -73.77306466830906), (40.75645785349606, -73.98194897671088), (40.68992672410975, -73.93151092864137), (40.85917780719251, -73.88534563402952), (40.7283861063591, -73.828605155334), (40.715673713327185, -73.98527484172968), (40.80724716220768, -73.94949056119727), (40.647519522792166, -73.97086620599237)]
27.065602672972474 [(40.69832515233852, -73.95734378805152), (40.612439140058164, -74.10496927507432), (40.73172380869292, -73.82588319258717), (40.68400349436988, -73.91756751127768), (40.857122807751956, -73.89153531544562), (40.800613726024665, -73.95274124990327), (40.65842415900209, -73.77351518251682), (40.75422424552731, -73.90751095956408), (40.74069137205666, -73.98857019178487), (40.643728818458214, -73.97384722543914)]
28.36439318304242 [(40.61242116130835, -74.10516736815492), (40.75240193259252, -73.89383266633368), (40.67651992344021, -73.9669449868443), (40.68339296545737, -73.78886581123358), (40.69089955112004, -73.9252273883541), (40.80871091227398, -73.94877268376167), (40.62611244924494, -73.97300930216174), (40.85949365733182, -73.88423676628341), (40.75881094651723, -73.97953676003576), (40.722122416975466, -73.98541522977244)]
27.39978540960745 [(40.80877279229604, -73.94876996411703), (40.683199548652816, -73.787325225342), (40.64307861566356, -73.97229851654252), (40.85955033649954, -73.8839887513507), (40.758115188124265, -73.97908677647985), (40.683789308011335, -73.9145778064043), (40.752572516118185, -73.89366554291047), (40.69840564307474, -73.9529531987342), (40.61245997100474, -74.10476841923092), (40.71997435396678, -73.99480657243183)]
27.08162961392607 [(40.647519522792166, -73.97086620599237), (40.75428741401684, -73.90714827167287), (40.715673713327185, -73.98527484172968), (40.75645785349606, -73.98194897671088), (40.7283861063591, -73.828605155334), (40.68992672410975, -73.93151092864137), (40.65839012633474, -73.77306466830906), (40.61251476802209, -74.10354920261643), (40.85917780719251, -73.88534563402952), (40.80724716220768, -73.94949056119727)]
28.410048971617574 [(40.75895348574143, -73.97920641202084), (40.7225352247454, -73.98655311281587), (40.85955033649954, -73.8839887513507), (40.62655460670338, -73.94847101870636), (40.80891566650481, -73.94873855249749), (40.752364569761994, -73.89387685068633), (40.617081535296464, -74.08019509204642), (40.67403386427532, -73.97155495336698), (40.68438947167836, -73.78871745799472), (40.693127648161976, -73.92771137410429)]
28.895519909583882 [(40.65842415900209, -73.77351518251682), (40.630639277997986, -74.00138636028348), (40.69327283387723, -73.9551323775521), (40.75429363666721, -73.90686236788304), (40.75759940543522, -73.97968419451244), (40.68128439962384, -73.9171741461647), (40.72056620969019, -73.9949192070318), (40.80840345849623, -73.94909358300117), (40.85943998169781, -73.8846022020544), (40.731658474084476, -73.82577916742058)]
27.399748531473573 [(40.61245997100474, -74.10476841923092), (40.80853886416135, -73.94887829933458), (40.64310943380642, -73.97229995307048), (40.69842343685135, -73.95292421476664), (40.683199548652816, -73.787325225342), (40.859417295758476, -73.88442607746683), (40.75257153456163, -73.89369291450264), (40.683789308011335, -73.9145778064043), (40.719905604757166, -73.99480417684518), (40.75801968472342, -73.97918406338347)]
28.895511704283106 [(40.65842415900209, -73.77351518251682), (40.731658474084476, -73.82577916742058), (40.63066583626711, -74.00136189820027), (40.80834437076155, -73.9491033991997), (40.75754983551231, -73.97975091209717), (40.85943998169781, -73.8846022020544), (40.75429363666721, -73.90686236788304), (40.72046914440941, -73.99490700012768), (40.69328986382444, -73.95509488886015), (40.68128349050229, -73.91717004657373)]
27.62244375680438 [(40.71003745613783, -73.79417473345754), (40.64378104050406, -73.97380667864253), (40.612439140058164, -74.10496927507432), (40.80060808661763, -73.95270853220552), (40.698262134481894, -73.95724775374228), (40.68411542995301, -73.91704556725492), (40.59190074140098, -73.79695703690814), (40.75284446892716, -73.90293484320615), (40.740708297022216, -73.98848623318705), (40.85707549668603, -73.89136182890756)]
28.374321481003072 [(40.684748777308556, -73.91861262425132), (40.62656488012014, -73.97341571324688), (40.72072219500432, -73.94813268953742), (40.85639951374355, -73.89428904216976), (40.79715892535562, -73.95079781433755), (40.740574684686464, -73.98950030640286), (40.748871941378276, -73.87648205525623), (40.61242116130835, -74.10516736815492), (40.67672468409709, -73.78374726801533), (40.67816559155468, -73.96708001682373)]
28.895512508246053 [(40.681276662002915, -73.91715248457287), (40.75756620382964, -73.97976431067377), (40.69331000090218, -73.95509278914963), (40.72046914440941, -73.99490700012768), (40.65842415900209, -73.77351518251682), (40.85943998169781, -73.8846022020544), (40.63066583626711, -74.00136189820027), (40.80834437076155, -73.9491033991997), (40.731710218167876, -73.82576085701761), (40.75429363666721, -73.90686236788304)]
28.13721104350223 [(40.69850613427306, -73.95720902241341), (40.68394602392008, -73.91716732076641), (40.64391765365986, -73.9737992296201), (40.74881810955882, -73.88292891863534), (40.7387625641806, -73.99036700984584), (40.8616413993445, -73.8674244655372), (40.82572169501324, -73.9401739661063), (40.612439140058164, -74.10496927507432), (40.77885704577882, -73.95579582093903), (40.679097862290064, -73.78504388860905)]
27.39978540960745 [(40.683789308011335, -73.9145778064043), (40.69840564307474, -73.9529531987342), (40.752572516118185, -73.89366554291047), (40.64307861566356, -73.97229851654252), (40.80877279229604, -73.94876996411703), (40.71997435396678, -73.99480657243183), (40.85955033649954, -73.8839887513507), (40.758115188124265, -73.97908677647985), (40.61245997100474, -74.10476841923092), (40.683199548652816, -73.787325225342)]
30.253512302959503 [(40.753819640640806, -73.9071038707443), (40.65839012633474, -73.77306466830906), (40.86328038536265, -73.86503419833653), (40.72841335660592, -73.82866175531036), (40.83006981537807, -73.93742685591903), (40.788750412412824, -73.95770128127953), (40.707630051993455, -73.97712334333418), (40.748998767163656, -73.98707464528215), (40.62691116286844, -74.00662355039141), (40.681278447735856, -73.932003896459)]
